0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
1623183425,5260581064,1088156051,1750567704,3250297717,3250297741.0,3874104353.0,3874098284.0,3874096353.0,3281243569.0,8694820435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018454529,4018454549,6326138922,3275479135,3110484902,5605573938.0,5605573950.0,5605573969.0,9238316483.0,5201659387.0,5201659390.0,792254021.0,8529159748.0,8529159758.0,8529159787.0,8529159802.0,8529159804.0,8529159805.0,5201659529.0,5605564086.0,5602957141.0,5602957142.0,9238284151.0,5602957200.0,5201653691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9721208955,10283956692,7942893321,5294877831,5294877841,5294877840.0,5294877846.0,5294877866.0,5294877873.0,9721339174.0,9721339182.0,6111905297.0,5294878226.0,5294878229.0,5294878236.0,3425674803.0,3425674807.0,5294884445.0,5294884460.0,7942893328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154056296,9860839733,1682508147,1682508159,1682508166,1682508199.0,1154056622.0,1682508215.0,1154056640.0,9321158110.0,9394710136.0,8608480932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854480449,3335371915,9854469333,9854480303,9854480314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5192570961,5192570962,5192570971,8526000363,8529363343,5405670015.0,8529337392.0,4987350271.0,4987387210.0,8526622073.0,8526067077.0,5191511514.0,4987387575.0,4987387589.0,5078175514.0,312766247.0,391440189.0,312766314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891871815,8694287461,8694287462,2683369708,1750571541,1750571545.0,1750571565.0,1750567704.0,3248716788.0,8694287486.0,1084589281.0,3610152272.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5266042933,5266042948,5266057504,5324917044,5324917055,3875326335.0,1618959403.0,1836035234.0,1836035276.0,1084589281.0,2708223249.0,5972895099.0,2708223432.0,5324903974.0,9113943659.0,1835726570.0,8759007164.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871218742,3273998410,6231144587,6231144589,3274014916,5199221043.0,5199178045.0,314915243.0,5199178166.0,9883460037.0,314915281.0,314915283.0,4987406880.0,4987406881.0,3273863769.0,3274015327.0,3274015330.0,3273863780.0,1951074950.0,5191989960.0,5981489976.0,5191818063.0,3274023763.0,8529994702.0,8529738705.0,5981492190.0,4987413581.0,3274005761.0,3274011995.0,2360831486.0,3274012164.0,8529770029.0,6231215970.0,6231216025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154056237,4941035705,9861267756,9861267757,9860839734,1154060648.0,1682508147.0,1682508179.0,1682508182.0,1154056603.0,1154056710.0,5105504899.0,1154061069.0,9730310938.0,9730310940.0,1154061094.0,9861104589.0,5294877873.0,320103650.0,2416334263.0,1154018920.0,9394710125.0,9394710133.0,1154018933.0,8608480933.0,8608480939.0,4936312506.0,4936312513.0,4936312514.0,840687308.0,1154019079.0,1154019087.0,9730236198.0,9730236197.0,9861109636.0,3929198578.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060446209,5060446212,5060446225,5060446246,5060446251,6224013381.0,5060446285.0,5060446290.0,5060446295.0,5060446297.0,6224038023.0,9321013413.0,9321056525.0,6224013611.0,6224013618.0,6224013628.0,6224013629.0,9872738629.0,6224013643.0,9321056597.0,9321056608.0,3335373161.0,6223964662.0,6223964826.0,9860627156.0,9872801546.0,9321067326.0,4942885720.0,9860658088.0,9872813200.0,6320956701.0,6201038131.0,9860883817.0,6224021039.0,9860638425.0,6223986406.0,6224021237.0,5060446170.0,4942868456.0,5060446189.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326138909,6326138922,3864240480,6363150958,4475849343,3110484681.0,1043858177.0,3110484843.0,3110484844.0,3110484894.0,1043858379.0,7230940110.0,5605571665.0,5605571668.0,9114737769.0,9114719456.0,9114719461.0,5605564053.0,9238347467.0,3110485735.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6223945889,6223945941,313680214,6223946100,4939149713,9872475182.0,4939138276.0,4939138292.0,9872494249.0,9869205193.0,9869205194.0,6233143179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918050461,1918050494,5559720207,5294901775,5294901777,5294901782.0,5294901797.0,5294877873.0,5294877879.0,9730324129.0,7942893285.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2766211213,2766211231,4950356213,8753480049,5266203160,5266203161.0,5266203170.0,5325023916.0,4950266558.0,4950266561.0,2756930266.0,3610149725.0,3610149776.0,3888168022.0,8758670458.0,2708145351.0,1126882504.0,5972663502.0,5972663500.0,5972663576.0,2708145449.0,5324994270.0,5972633428.0,5325018990.0,2756945870.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9872664599,6223945889,313680252,6223872585,6223872613,6223872612.0,6223872611.0,6135948159.0,6135948160.0,9872494261.0,4942867456.0,6223875587.0,6223945351.0,391024295.0,9872494252.0,9872494253.0,9872494255.0,9872692917.0,391024328.0,391024336.0,391024338.0,9872494303.0,9872494304.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9854314517,4942821474,975894815,3335373161,3335373356,3336399444.0,6201238149.0,3335375594.0,3335375598.0,9854298889.0,9321067327.0,3335371895.0,3335371938.0,9321065707.0,6223961424.0,9854494132.0,9854494158.0,9854494185.0,9854494186.0,9854494190.0,9872494304.0,10283988989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9871218742,6172553278,2391054445,4270170373,6223946134,6231259696.0,6231259703.0,2360764990.0,2360722019.0,2360722031.0,9851859597.0,6233141967.0,2360765298.0,9883417480.0,6231208894.0,7221265346.0,9856406547.0,9872475182.0,312587633.0,2360733101.0,9872981431.0,6223945382.0,9869205194.0,391001873.0,391024404.0,6233122658.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283122860,312770962,3266349501,391436998,5191989960,391437012.0,3274021856.0,8532685989.0,8532686016.0,7306900718.0,4987387146.0,3274026507.0,8533065315.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2757130449,5260466442,5326191007,3861891798,2757186284,2757186417.0,8694287464.0,3610152272.0,8753712515.0,5260543523.0,5260543541.0,5260543572.0,2757130123.0,2757130148.0,5260488665.0,5260488668.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836126775,2708093664,2708093693,8758948720,3329379330,3329379336.0,1858190800.0,1858190836.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5180532787,5184872528,9190977674,1862641901,5179289897,5179289918.0,3929354764.0,10263401103.0,5177371473.0,7202038799.0,3927942465.0,3927934306.0,1836084669.0,1836084664.0,1836084703.0,2540881432.0,5105464912.0,4840240905.0,4840240907.0,1144004405.0,1088171931.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4936304728,4840142960,9721200879,6423468300,6423468302,9720942867.0,1154060652.0,1154060661.0,10283956695.0,3929315805.0,3929315827.0,7942894109.0,7942894136.0,7942894137.0,6600731237.0,1915824792.0,1915824829.0,1331954459.0,1331954462.0,1331954465.0,9730282427.0,9730282429.0,3929201659.0,4031908860.0,3929201661.0,5294877764.0,6018915597.0,3929210346.0,4936312502.0,4936302263.0,4936302324.0,3929198338.0,3929198350.0,4936302362.0,3929214757.0,4936302383.0,3929214768.0,3929196439.0,6018914284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5060446209,278413343,278413352,1683565046,1683565050,1683565056.0,1683565063.0,1683565062.0,1683565099.0,1841099305.0,1683565115.0,9860455154.0,6208897824.0,6208897843.0,3066723141.0,3066723143.0,3066723148.0,3066723151.0,6208897878.0,6208897887.0,6208897963.0,6208897964.0,6208897970.0,9861008363.0,9861063728.0,9861063752.0,9861063753.0,9861063768.0,9861063790.0,9861063788.0,9861063783.0,9861063787.0,9861063833.0,9861063832.0,9861063921.0,9860744475.0,1472617900.0,9858657977.0,9860937403.0,5060446011.0,6208896879.0,9858660252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6202153326,6202153376,9860704959,9860455154,6208897904,6208897903.0,9861063550.0,9861063603.0,9861063604.0,9861063641.0,9861063642.0,9861063670.0,6202149880.0,9861063692.0,9861063696.0,9861047859.0,9861047916.0,9861047915.0,9858657968.0,9860937402.0,5060445979.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5969612910,313680214,3932666359,9844466771,6223807746,6223865667.0,6339743559.0,1618534250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9191846130,5181079945,2698480258,2698480260,3927902965,3927902968.0,2698478345.0,3927903015.0,5105488734.0,3929389955.0,4374901686.0,4374901693.0,6111882197.0,4374901741.0,3929390258.0,3927942465.0,6111882619.0,2698479082.0,2698479117.0,5181107791.0,5177368144.0,5181107812.0,5181107811.0,10609358547.0,10609358551.0,10609358567.0,5181075254.0,5181075285.0,1144004450.0,3422287855.0,4097886197.0,3929108471.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8758604141,8758620754,8758620756,8758620762,8758531025,8758531115.0,8758174776.0,2708130892.0,8758670458.0,8758670490.0,8758670492.0,5265136807.0,8758670522.0,8758670524.0,5972663503.0,5972663521.0,2708122947.0,2766218584.0,5972692355.0,5972680454.0,5972680466.0,5033164631.0,5033164672.0,5972662166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391440135,5405670014,1950954326,4987376491,4987376510,8526257166.0,8526257181.0,1950954692.0,1516190925.0,1950954778.0,4987342454.0,4987342488.0,4987342499.0,1950955201.0,5039552242.0,391440122.0,5078175494.0,1950955285.0,5078175510.0,5078175514.0,1950955300.0,1950955306.0,4987397951.0,1516189538.0,8526141319.0,1516189579.0,1516189646.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3927947306,3929178257,4392405206,3929102610,5359690072,3892591046.0,3929354758.0,3422282290.0,9721209625.0,4031908860.0,3927925784.0,1918047315.0,3927942465.0,5182324087.0,5182324088.0,185486716.0,3425703452.0,3425703461.0,3425674803.0,3927891126.0,3425674884.0,3425672850.0,5359650468.0,5037379296.0,5037379305.0,5037379299.0,5760605992.0,3929098129.0,3929450416.0,3425410996.0,3425411011.0,3927848935.0,3927848938.0,3927848944.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3929178197,3929178199,5294864544,1918044336,5294864577,7830499565.0,6090955140.0,9730408876.0,1915824647.0,5189507636.0,5189507645.0,9721344665.0,5761143650.0,5761143653.0,3929164726.0,6600319977.0,6600319984.0,4936303657.0,4936303658.0,4936303669.0,6600684617.0,5294877794.0,4936303717.0,9721353446.0,9721353457.0,3929165080.0,3929165087.0,9721339194.0,9721339195.0,3929165138.0,9721558369.0,9721558379.0,9721558395.0,5294927247.0,6600359405.0,5037379056.0,5037379058.0,5037379069.0,5189504535.0,9721620111.0,3425672850.0,5760814745.0,5359650468.0,5189502678.0,5189502693.0,5037379314.0,5189502719.0,7942893390.0,5182345052.0,3929177952.0,5182345057.0,4097886052.0,5182345064.0,5760593791.0,5760593792.0,5760593793.0,5105497986.0,9721630684.0,,,,,,,,,,,,,
3273863182,8530399291,8525111469,3274017013,8530383130,5199417706.0,8525519398.0,8525519401.0,3274015327.0,3274015330.0,3274015335.0,3274015334.0,5201263353.0,5201263374.0,3273864062.0,312771482.0,3273874513.0,3273874514.0,4987413600.0,4987413604.0,4987450552.0,4987450575.0,4987450584.0,4987413990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9856651290,2391054445,4263192698,2609938679,2609938728,2609938754.0,9856381397.0,4476221947.0,2656371205.0,391436996.0,391436997.0,3275416292.0,2656380182.0,3275453727.0,3275408763.0,3275412873.0,3273919956.0,3273919958.0,3275406922.0,8818700204.0,10616668085.0,185483242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6236105109,6231153417,312571895,9883610442,312571778,312571872.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6625503268,4392116931,6111884143,9721181303,9721181304,4374768926.0,7942874648.0,7942874647.0,7942874650.0,7942874657.0,3677926980.0,5181107791.0,4392109725.0,4392109769.0,6137304794.0,1915762472.0,6625503231.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9883599014,6236105109,8529666471,312708248,312708259,8529704141.0,6229546205.0,1951075554.0,6229546218.0,1951075591.0,391440063.0,4987399942.0,4987399943.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9860409361,9860409364,3913740443,3916880029,3913740573,3913740618.0,1682508380.0,9860770441.0,9860770440.0,9860770468.0,3916862152.0,6238450623.0,4548881570.0,9860838720.0,1189635429.0,9860738426.0,9860738444.0,3913731484.0,6238330596.0,6238330595.0,6238330633.0,9860769597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8526000363,5192159484,5192159485,8530088489,1951074950,1950954155.0,8526041820.0,8526041836.0,8526041837.0,8526041842.0,1950954337.0,8529947606.0,1950954475.0,8526257151.0,8526257161.0,1951075343.0,1951075531.0,1951075554.0,4987350266.0,3274028473.0,3274030746.0,391440044.0,8526040803.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2708097087,5033032064,3607642801,1137992566,1137992595,8758905780.0,6735328361.0,2708145351.0,2708223296.0,2708223391.0,1858190800.0,2708094543.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279845497,3279862178,3279862185,9324411320,9324411347,9324411354.0,1750567619.0,3281023693.0,9324382926.0,867658653.0,867658798.0,3874098284.0,866858148.0,3874096353.0,3940029922.0,5033334535.0,5033334567.0,5033334609.0,3279861688.0,3279861689.0,5410543577.0,1182031840.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682508115,1683585375,9860744474,9861298632,6208950745,9861298655.0,9861298657.0,6202233390.0,1682508367.0,1682508373.0,1682518685.0,6318736037.0,676889408.0,6202237973.0,9860463882.0,9860463890.0,9860744470.0,1682521371.0,9860744475.0,9860838720.0,1682503017.0,1682503045.0,1682503050.0,1682503051.0,1682503063.0,9860713940.0,1915731953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361248299,1361248317,9194434705,5184903544,10263401097,5184627337.0,5184627371.0,2698478342.0,1862638434.0,4987120590.0,4987120598.0,5187843070.0,5187843089.0,1862624319.0,4987120740.0,5187839105.0,5187839114.0,3927942465.0,185486732.0,1623397826.0,5187663357.0,1623398052.0,1623398086.0,4840240899.0,4375873503.0,4375873506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5976240254,663085382,8723053591,1718654239,8722970030,8722970044.0,10268729197.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9242107908,3042695850,9242129181,964977642,9239129278,3934342414.0,951242167.0,9239158221.0,9239158226.0,9239158227.0,3110489715.0,3110489717.0,1383274435.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135192067,1135192078,5031327925,5324917038,8746594750,2766193141.0,5031326487.0,1084589281.0,2757002753.0,5324903944.0,5324903954.0,5324903978.0,9113943653.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6326138922,5602967682,5105596594,6242072841,6242072861,6242072862.0,3864240457.0,9238974924.0,9238974926.0,9238974932.0,9238974940.0,3934290448.0,9239042636.0,9239042652.0,3934339708.0,3110484638.0,2526084044.0,2526084086.0,4524184606.0,4474336439.0,6321012154.0,9238316496.0,3868397141.0,5602936428.0,5602936496.0,5602936495.0,9114775222.0,5602936517.0,792254165.0,5602936590.0,5602936608.0,5602957161.0,5602957191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200860700,5967667242,9854480448,1918050389,4942821464,4942821478.0,6324070716.0,3335373189.0,796260796.0,1154056641.0,5412657601.0,5105504899.0,5105504901.0,5105504902.0,5105504900.0,5105515182.0,9854223219.0,1472607103.0,5037253516.0,5037253526.0,3335371885.0,3335371915.0,9854469338.0,7221360234.0,9394710156.0,10283988989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836892392,1836892428,5325031810,5325023912,2756930348,1084589231.0,1084589281.0,5325000435.0,5325018989.0,5325018990.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1918050446,9858699428,9858699429,1682508120,9859123657,9859123656.0,1682508340.0,1682508354.0,1682508364.0,1154061036.0,1154061046.0,1154061078.0,1154061099.0,6208897970.0,6208897979.0,6208897980.0,9861008354.0,6208898091.0,6208898096.0,6208898097.0,6208898099.0,6202174566.0,6202174568.0,9861063866.0,9861063868.0,9861063895.0,9861063912.0,1472617819.0,1472617838.0,1472617848.0,1472617874.0,1472617876.0,1472617878.0,1472617893.0,6318917183.0,1684147952.0,1684147954.0,1684147962.0,1684147965.0,1684147968.0,1684147982.0,1684147993.0,1684147994.0,1684147997.0,1684148001.0,1684148002.0,9860689714.0,9861109636.0,,,,,,,,,,,,,,,,,,,,,,,
1154056495,1154056641,9846903296,9846903305,9846903310,5967733327.0,4753750764.0,6201814262.0,1154063617.0,5059348262.0,6600679405.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5179402478,5179402477,9188115220,5179249637,1940163614,3329377553.0,2708192541.0,1858190836.0,1836084806.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530399310,8525111473,8525111490,5199096016,5199365019,5199272946.0,5199272947.0,5199365140.0,3273849964.0,4987450581.0,4987450584.0,5199424781.0,3275435482.0,8532291217.0,8532291222.0,5199464170.0,312770430.0,5199419322.0,5199419334.0,5199419339.0,5199419345.0,5199419346.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10632656928,9114910758,4018454582,9248573550,10632689794,3864240273.0,10615707798.0,3864240307.0,10632659135.0,10632659136.0,10632659147.0,3977600101.0,9247090943.0,6242072841.0,9114849552.0,6242072852.0,4477978923.0,4477978932.0,1189872006.0,2934667727.0,5605116396.0,5605116433.0,1959850597.0,9114960499.0,9114960500.0,6242073220.0,1959850647.0,1959850660.0,4941255350.0,4941255363.0,1959850702.0,4941255383.0,4941255384.0,4941255385.0,4941255386.0,4941255388.0,5605450465.0,5605450468.0,5605094129.0,5605116658.0,3275232045.0,9247105854.0,3275199309.0,3275199324.0,4941061049.0,3977600035.0,3977600080.0,3275252829.0,5602899088.0,4477992101.0,9114922264.0,9114965284.0,3862326701.0,4477355455.0,8321906110.0,5605082613.0,7111067126.0,3868397086.0,5605082659.0,9114973802.0,4477963921.0,4477963991.0,10632728311.0,10616065883.0,3864237918.0,10616065896.0,3864237936.0,5605101439.0,792254344.0,5605488547.0,5605101506.0
6223964661,6223958726,6223958755,6223958789,4942867472,9872786609.0,9872786614.0,9872786615.0,6223951219.0,6223961470.0,9872692917.0,9872692918.0,9872692972.0,4131895232.0,4942868437.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197285416,3066065034,8725465557,739136000,3279917893,3066063742.0,3281025956.0,3279854679.0,8729265355.0,486817063.0,3279863314.0,1323144880.0,3940030173.0,5033334567.0,3066048456.0,5973237709.0,1197285335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
